run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[16, 75, 80, 100, 119, 126, 145, 161, 166, 169, 196, 286, 287, 298]","[44, 47, 66, 75, 114, 169, 185]","[44, 75, 114, 169]"
1,"[0, 18, 20, 30, 63, 83, 93, 115, 138, 150, 163, 174, 210, 280, 282]","[63, 83, 90, 93, 115, 138, 174, 204, 210, 289, 298]","[30, 63, 90, 138, 174, 210]"
2,"[33, 34, 35, 49, 113, 159, 178, 184, 189, 191, 223, 237, 263, 281, 291]","[49, 53, 159, 178, 184, 189, 263, 281]","[49, 263, 281]"
3,"[21, 64, 84, 112, 151, 166, 228, 237, 246, 254, 266, 279, 291]","[8, 27, 35, 84, 99, 130, 246, 257]","[22, 99, 106, 135, 148, 228, 246]"
4,"[48, 64, 95, 111, 114, 123, 141, 180, 193, 213, 286, 290]","[41, 50, 84, 114, 123, 180, 193, 233, 234, 290, 291]","[64, 114, 123, 180, 193, 286, 290]"
5,"[62, 75, 113, 120, 136, 141, 143, 150, 162, 204, 214, 243, 278, 289, 297]","[62, 68, 86, 112, 120, 150, 171, 213, 214, 278, 288, 289, 293, 297]","[62, 112, 120, 204, 237]"
6,"[43, 105, 136, 185, 191, 226, 239, 255, 257, 261, 282, 296]","[2, 5, 191, 226, 255, 257, 280, 296]","[5, 191, 226, 257, 296]"
7,"[1, 16, 37, 44, 51, 67, 100, 146, 151, 159, 186, 187]","[20, 44, 51, 159, 187, 251]","[20, 44, 51, 159, 187]"
8,"[5, 24, 25, 92, 97, 130, 170, 191, 265, 274, 286, 288, 293]","[65, 125, 168, 239, 278, 286]","[5, 24, 89, 161, 170, 265, 274, 286]"
9,"[17, 38, 59, 94, 133, 159, 160, 187, 192, 213, 222, 228, 237, 239, 272]","[43, 160, 192, 228, 237, 239]","[160, 192, 237, 239]"
10,"[16, 54, 67, 74, 82, 120, 186, 228, 232, 249]","[6, 27, 54, 55, 82, 120, 160, 184]","[27, 51, 74, 228, 241, 249]"
11,"[1, 22, 43, 103, 110, 144, 152, 161, 165, 217, 218, 223, 268]","[103, 110, 152, 161, 230, 268]","[22, 87, 110, 152, 161, 268]"
