run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[9, 23, 50, 90, 116, 170, 195, 208, 218, 258, 280, 297]","[23, 61, 136, 170, 174, 208, 297]","[61, 136, 170, 174, 195, 297]"
1,"[6, 12, 34, 54, 75, 168, 207, 222, 233, 243, 284, 287]","[6, 12, 26, 34, 103, 174, 226, 243, 284, 287]","[6, 12, 34, 207, 243, 284, 287]"
2,"[7, 16, 31, 54, 89, 117, 126, 149, 156, 233, 274, 289]","[31, 42, 49, 54, 149, 200, 208, 274]","[7, 16, 149, 274]"
3,"[47, 59, 64, 121, 141, 252, 258, 272, 283]","[21, 59, 115, 126, 141, 142, 252, 258, 272, 283]","[141, 252, 258, 272, 283]"
4,"[5, 6, 12, 28, 39, 92, 94, 146, 148, 150, 159, 184, 199, 207, 284]","[20, 21, 28, 40, 92, 156, 199, 251, 258, 281]","[16, 28, 29, 65, 92, 199, 212]"
5,"[12, 35, 50, 73, 184, 222, 269, 271, 279, 280]","[2, 50, 108, 115, 174, 186, 222, 279]","[50, 115, 203, 222, 279]"
6,"[4, 21, 50, 98, 155, 156, 177, 181, 185, 195, 197, 219]","[4, 50, 52, 57, 155, 177, 181, 182, 287]","[96, 177]"
7,"[39, 95, 99, 206, 219, 224, 237, 250, 291]","[73, 74, 99, 171, 206, 219, 237, 250, 277, 283, 296]","[99, 219, 237, 250]"
8,"[6, 103, 150, 152, 170, 241, 278, 279, 284]","[6, 8, 53, 97, 152, 241, 278, 284, 295]","[6, 8, 97, 133, 152, 284, 295]"
9,"[35, 59, 66, 75, 76, 117, 118, 139, 174, 192, 200, 205, 231, 285]","[30, 35, 59, 117, 118, 192, 231, 291]","[32, 35, 117, 192, 231]"
10,"[36, 44, 48, 91, 99, 105, 130, 169, 185, 201, 207, 287]","[41, 48, 99, 103, 110, 185, 186, 201, 287]","[48, 185]"
11,"[6, 13, 18, 21, 51, 144, 151, 174, 213, 222, 239, 255, 274, 292]","[4, 18, 51, 64, 137, 144, 213, 299]","[18, 51, 234, 258, 269, 292]"
12,"[13, 49, 86, 87, 122, 130, 132, 138, 156, 162, 181, 204, 213, 266, 270, 271, 282, 287]","[13, 48, 87, 132, 156, 159, 181, 204, 213]","[13, 87, 132, 156, 181, 204, 213, 277]"
13,"[12, 15, 23, 63, 95, 142, 144, 157, 164, 193, 221, 267, 272, 283]","[12, 142, 219, 221, 224, 241, 283, 289]","[15, 95, 141, 142, 221, 224, 283]"
14,"[2, 25, 31, 39, 123, 136, 157, 163, 167, 194, 217, 218, 230, 255]","[25, 46, 52, 123, 136, 189, 194, 218, 230]","[25, 123, 189, 218]"
15,"[10, 19, 42, 113, 120, 128, 173, 189, 197, 206, 217, 241, 250, 259]","[42, 72, 128, 171, 197, 206, 228, 241, 250, 259]","[72, 128, 206, 241, 254, 259, 287]"
16,"[0, 10, 13, 16, 73, 89, 170, 250, 287]","[73, 75, 89, 124, 170, 245, 250, 287]","[73, 89, 170, 245, 250, 287]"
17,"[12, 56, 75, 100, 104, 179, 181, 183, 192, 196, 201, 238, 244]","[12, 22, 33, 56, 75, 179, 201]","[12, 100, 109, 111, 212, 254]"
18,"[46, 67, 85, 110, 137, 203, 261, 265, 273, 275, 288]","[17, 46, 67, 85, 110, 194, 273, 275]","[17, 67, 97, 110, 137]"
19,"[0, 46, 62, 84, 91, 96, 104, 109, 141, 166, 174, 179, 190, 238, 257, 292]","[18, 225, 238, 268]","[166, 174, 238, 292]"
20,"[28, 40, 84, 101, 125, 156, 208, 218, 238, 248, 292]","[25, 40, 125, 156, 168, 185, 208, 218, 248, 292]","[40, 125]"
21,"[30, 33, 111, 119, 123, 154, 155, 172, 189, 198, 206, 228, 244, 262]","[109, 119, 155, 172, 181, 189, 198, 228]","[60, 92, 119, 181]"
22,"[48, 58, 108, 115, 121, 142, 218, 262, 272, 288]","[4, 43, 108, 119, 127, 142, 274, 285, 288, 294]","[4, 119, 127, 142, 274, 288]"
23,"[27, 34, 56, 70, 75, 94, 115, 171, 214, 216, 227, 238]","[27, 56, 70, 75, 95, 216, 227, 250]","[7, 27, 56, 59, 75, 94, 99, 115, 171, 238]"
24,"[19, 30, 38, 66, 104, 147, 157, 164, 168, 182, 188, 252, 258, 266, 298]","[19, 24, 104, 142, 147, 158, 176, 191, 246, 292, 298]","[11, 38, 147, 163, 179, 266, 298]"
25,"[97, 105, 109, 127, 162, 173, 177, 206, 233, 252, 269, 275, 290, 296]","[105, 127, 139, 173, 177, 269, 271, 278]","[105, 127, 139, 173, 177, 271, 278]"
26,"[10, 16, 33, 37, 49, 52, 75, 84, 187, 198, 243, 254]","[16, 17, 49, 84, 96, 160, 187, 198, 254]","[33, 37, 49, 52, 84, 160, 198, 254, 267, 268]"
27,"[25, 40, 88, 100, 127, 153, 154, 165, 174, 212, 228, 249, 286, 289, 291]","[60, 100, 153, 165, 212, 249, 286, 288]","[25, 60, 100, 153, 165, 174, 249, 288]"
28,"[28, 57, 140, 152, 246, 290, 298]","[57, 140, 152, 246, 290]","[57, 152, 241, 246, 290]"
29,"[14, 18, 39, 86, 123, 130, 141, 142, 154, 173, 208, 256, 283, 289]","[18, 47, 58, 86, 161, 164, 256, 283, 289]","[18, 86, 141, 208, 256, 289]"
30,"[55, 60, 129, 161, 170, 171, 216, 231, 291, 297]","[61, 77, 87, 162, 170, 171, 231, 240, 267]","[161, 170, 216, 231, 240]"
