run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[27, 34, 56, 78, 101, 103, 108, 112, 118, 172, 245, 282]","[34, 56, 78, 101, 112, 118]","[27, 56, 78, 101]"
1,"[28, 76, 106, 126, 152, 163, 191, 195, 208, 268, 282]","[91, 191, 195, 208, 226, 268, 282]","[91, 126, 145, 191, 208, 268]"
2,"[0, 35, 41, 56, 58, 61, 77, 96, 140, 150, 190, 229, 262, 272]","[35, 46, 61, 96, 229]","[1, 14, 58, 61, 77, 96, 190, 262]"
3,"[20, 23, 54, 90, 99, 117, 196, 203, 213]","[20, 23, 54, 117, 203, 213, 227]","[20, 23, 54, 117, 203, 213]"
4,"[40, 45, 70, 145, 229, 240, 243, 270, 286]","[40, 170, 229, 240, 270]","[40, 70, 145, 229, 240, 270, 286]"
5,"[22, 101, 106, 122, 278, 281, 289]","[22, 101, 106, 122, 278, 281, 289]","[106, 113, 278]"
6,"[1, 20, 33, 63, 109, 129, 153, 183, 255, 267]","[20, 33, 129, 183, 255]","[20, 33, 129, 255]"
7,"[16, 109, 110, 114, 161, 211, 286, 291]","[16, 70, 106, 109, 110, 114, 117, 129, 280, 286, 291]","[16, 109, 280, 286, 291]"
8,"[85, 138, 160, 193, 212, 243, 269, 282]","[5, 18, 33, 35, 111, 138, 193, 255]","[35, 141, 244, 255]"
9,"[24, 38, 82, 94, 105, 148, 194, 213, 218, 220, 249, 252, 254, 270, 276]","[24, 38, 137, 194, 213, 218, 220]","[38, 213, 218, 220, 249, 252]"
10,"[32, 37, 49, 88, 144, 171, 190, 209, 216, 267]","[32, 49, 54, 88, 171, 200, 205, 209, 216, 267]","[49, 88, 171, 200, 209]"
11,"[4, 46, 55, 69, 92, 147, 201, 206, 217, 285]","[19, 46, 55, 92, 217, 241]","[19, 46, 92, 217, 285]"
12,"[14, 43, 60, 89, 95, 97, 110, 111, 123, 135, 197, 202, 263]","[63, 97, 110, 111, 135, 187, 197, 263]","[43, 60, 110, 135, 197, 202, 263]"
13,"[27, 43, 63, 104, 135, 155, 164, 178, 209, 224, 228, 253, 265, 275, 295]","[43, 56, 63, 104, 133, 164, 209, 233]","[43, 63, 104, 133, 164, 209, 265]"
14,"[50, 58, 98, 106, 156, 186, 190, 242, 269, 275, 278, 283]","[39, 58, 84, 106, 139, 156, 224, 232, 240, 263, 275]","[50, 58, 98, 106, 156, 242, 278, 283]"
15,"[8, 30, 41, 51, 115, 117, 161, 168, 189]","[8, 30, 41, 51, 115, 117, 161, 168]","[8, 30, 41, 51, 115, 117, 161, 168]"
