run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[20, 24, 31, 62, 94, 125, 131, 196, 215, 221, 225, 235, 274, 292]","[22, 185, 196, 210, 215, 235, 260]","[20, 22, 215, 218, 235, 260, 274]"
1,"[32, 39, 74, 119, 123, 158, 176, 180, 190, 216, 271, 283, 290, 294]","[119, 123, 176, 216]","[119, 123, 176, 216]"
2,"[46, 103, 121, 144, 155, 188, 271]","[46, 103, 155, 188, 271]","[46, 103, 144, 155, 188, 271]"
3,"[62, 106, 127, 130, 134, 148, 207, 253, 263, 266, 267]","[22, 53, 148, 206, 266]","[54, 127, 148, 207, 253]"
4,"[5, 17, 41, 75, 80, 84, 101, 171, 182, 244, 284, 291, 294]","[75, 80, 101, 198, 244, 284]","[75, 80, 101, 198, 249, 284, 291, 294]"
5,"[54, 82, 134, 156, 157, 212, 246, 257, 290]","[42, 54, 155, 202, 223, 290]","[4, 59, 152, 175, 230]"
6,"[40, 66, 78, 100, 108, 152, 155, 189, 197, 254, 270, 278]","[40, 108, 121, 189, 197, 270, 278]","[40, 100, 155, 189, 197, 270, 278]"
7,"[4, 50, 84, 92, 97, 132, 142, 144, 161, 202, 293, 294]","[19, 44, 53, 84, 132, 230, 293]","[19, 44, 53, 84, 132, 134, 293]"
8,"[53, 66, 75, 79, 86, 105, 167, 178, 194, 269, 293, 298]","[62, 66, 75, 86, 105, 245, 269, 296]","[66, 68, 105, 269]"
9,"[41, 78, 98, 154, 165, 174, 287]","[41, 98, 154, 174, 287]","[41, 78, 98, 154, 174, 287]"
10,"[26, 55, 78, 138, 144, 215, 244, 249]","[6, 26, 55, 78, 244]","[6, 55, 78, 244]"
11,"[20, 93, 160, 177, 180, 265, 269, 270, 286]","[44, 58, 93, 104, 177, 241, 258, 265]","[93, 174, 177, 265]"
12,"[1, 63, 102, 143, 166, 181, 185, 237, 259]","[1, 102, 143, 166, 181, 185, 237, 259]","[1, 102, 166, 181, 237, 259]"
13,"[4, 88, 114, 157, 170, 171, 176, 195, 206, 214, 216, 254, 294]","[10, 85, 88, 114, 176, 195, 206, 214]","[195, 206, 254]"
14,"[4, 14, 39, 89, 108, 125, 150, 179, 186, 191, 248, 251, 292]","[14, 179, 197, 292]","[4, 14, 39, 125, 179, 251, 292]"
15,"[21, 32, 178, 203, 235, 293]","[21, 68, 178, 202, 203, 235, 293]","[18, 21, 178, 235, 293]"
16,"[38, 144, 147, 171, 190, 209, 230, 283, 299]","[171, 190, 209, 230]","[171, 209, 230]"
17,"[23, 28, 43, 91, 94, 118, 122, 124, 134, 149, 219, 260, 285, 289]","[15, 43, 91, 126, 151, 218, 219, 225, 226, 284]","[15, 91, 134, 219, 260, 285]"
18,"[5, 14, 27, 43, 94, 142, 181, 220, 239, 263, 286, 299]","[5, 66, 187, 239, 247]","[5, 31, 187]"
19,"[30, 43, 46, 178, 198, 206, 219]","[46, 69, 131, 178, 197, 219, 266, 274]","[46, 178, 219]"
20,"[6, 24, 46, 62, 153, 157, 219, 247, 260, 272]","[0, 31, 46, 202, 252]","[46, 252]"
21,"[33, 65, 98, 101, 119, 126, 165, 169, 229, 238, 249, 255, 257, 281]","[65, 98, 101, 229, 259]","[98, 101, 134, 229]"
22,"[25, 47, 55, 64, 139, 147, 162, 209, 227, 270, 297]","[17, 47, 55, 139, 147, 167, 219, 227, 270]","[4, 47, 55, 66, 209, 269, 270]"
23,"[10, 56, 86, 166, 192, 200, 202, 240, 264, 299]","[10, 56, 200, 202]","[10, 56, 200, 202]"
24,"[25, 49, 145, 173, 246, 250, 282]","[25, 49, 173, 246, 250, 282]","[49, 69, 119, 299]"
25,"[48, 78, 102, 106, 141, 194, 204]","[48, 102, 106, 141, 194, 204, 218, 285]","[48, 106, 141]"
26,"[15, 19, 77, 107, 126, 134, 144, 150, 159, 184, 195, 225, 229, 273, 289]","[15, 77, 107, 144, 225, 273, 289]","[60, 77, 93, 107, 175, 229]"
27,"[6, 21, 45, 65, 144, 176, 187, 216, 222, 294]","[45, 65, 89, 96, 176, 188, 222, 248]","[45, 65, 89, 144]"
28,"[28, 42, 50, 86, 102, 162, 210, 242]","[28, 42, 45, 86, 102]","[28, 42, 86, 102, 210, 288]"
29,"[84, 116, 141, 147, 161, 204, 238, 255, 280]","[84, 116, 141, 147, 238, 280]","[95, 116, 141, 238, 255]"
